itag	length	all	up	down
Solyc09g008340.2.1	261	0	0	0
Solyc09g008350.2.1	1236	0	0	0
Solyc09g008380.2.1	1452	0	0	0
Solyc09g008400.2.1	1482	0	0	0
Solyc09g008410.2.1	711	0	0	0
Solyc09g008430.2.1	867	0	0	0
Solyc09g008450.2.1	633	1	0	1
Solyc09g008460.2.1	651	1	0	1
Solyc09g008470.2.1	1038	0	0	0
Solyc09g008480.2.1	2442	0	0	0
Solyc09g008490.2.1	5196	0	0	0
Solyc09g008520.2.1	2793	0	0	0
Solyc09g008550.2.1	2409	0	0	0
Solyc09g008600.2.1	1503	0	0	0
Solyc09g008610.2.1	2949	1	0	1
Solyc09g008630.2.1	693	0	0	0
Solyc09g008650.2.1	699	0	0	0
Solyc09g008670.2.1	1788	0	0	0
Solyc09g008680.2.1	699	0	0	0
Solyc09g008690.1.1	705	0	0	0
Solyc09g008700.1.1	3435	0	0	0
Solyc09g008730.2.1	894	0	0	0
Solyc09g008780.2.1	1380	0	0	0
Solyc09g008790.2.1	1665	0	0	0
Solyc09g008800.2.1	489	0	0	0
Solyc09g008810.2.1	726	0	0	0
Solyc09g008820.2.1	900	0	0	0
Solyc09g008830.2.1	711	0	0	0
Solyc09g008840.2.1	1584	0	0	0
Solyc09g008850.2.1	1599	0	0	0
Solyc09g008860.2.1	2028	0	0	0
Solyc09g008920.2.1	1005	0	0	0
Solyc09g008930.2.1	1563	0	0	0
Solyc09g008940.2.1	1254	0	0	0
Solyc09g008970.1.1	411	0	0	0
Solyc09g008990.2.1	348	0	0	0
Solyc09g009000.2.1	207	0	0	0
Solyc09g009010.2.1	900	0	0	0
Solyc09g009020.2.1	1335	0	0	0
Solyc09g009030.2.1	810	0	0	0
Solyc09g009040.2.1	1110	0	0	0
Solyc09g009080.2.1	5109	0	0	0
Solyc09g009090.2.1	2514	0	0	0
Solyc09g009100.2.1	1530	0	0	0
Solyc09g009120.2.1	3132	0	0	0
Solyc09g009130.2.1	273	0	0	0
Solyc09g009140.2.1	2808	0	0	0
Solyc09g009150.1.1	1509	0	0	0
Solyc09g009170.2.1	948	0	0	0
Solyc09g009180.2.1	2061	0	0	0
Solyc09g009190.2.1	2631	0	0	0
Solyc09g009200.1.1	1146	0	0	0
Solyc09g009210.2.1	501	0	0	0
Solyc09g009220.2.1	1449	0	0	0
Solyc09g009250.2.1	1632	1	0	1
Solyc09g009260.2.1	1077	0	0	0
Solyc09g009270.1.1	1215	0	0	0
Solyc09g009290.2.1	954	0	0	0
Solyc09g009300.2.1	594	0	0	0
Solyc09g009340.1.1	2196	0	0	0
Solyc09g009350.2.1	2007	0	0	0
Solyc09g009360.1.1	543	0	0	0
Solyc09g009370.2.1	10710	0	0	0
Solyc09g009380.2.1	3063	0	0	0
Solyc09g009390.2.1	1302	0	0	0
Solyc09g009400.2.1	1203	0	0	0
Solyc09g009420.1.1	465	1	0	1
Solyc09g009430.2.1	1437	0	0	0
Solyc09g009460.2.1	414	1	0	1
Solyc09g009470.1.1	1260	0	0	0
Solyc09g009490.2.1	1281	0	0	0
Solyc09g009500.2.1	1113	0	0	0
Solyc09g009510.2.1	1143	0	0	0
Solyc09g009530.2.1	1047	0	0	0
Solyc09g009540.2.1	1074	0	0	0
Solyc09g009580.2.1	1584	0	0	0
Solyc09g009620.1.1	222	0	0	0
Solyc09g009630.2.1	957	0	0	0
Solyc09g009640.2.1	300	0	0	0
Solyc09g009650.2.1	102	0	0	0
Solyc09g009660.2.1	1041	0	0	0
Solyc09g009670.2.1	933	1	0	1
Solyc09g009680.2.1	1701	0	0	0
Solyc09g009690.2.1	1005	0	0	0
Solyc09g009700.2.1	1107	0	0	0
Solyc09g009710.2.1	2718	0	0	0
Solyc09g009720.1.1	504	0	0	0
Solyc09g009770.2.1	1578	0	0	0
Solyc09g009780.2.1	495	0	0	0
Solyc09g009790.2.1	1422	0	0	0
Solyc09g009800.2.1	5565	0	0	0
Solyc09g009820.2.1	933	0	0	0
Solyc09g009830.2.1	582	0	0	0
Solyc09g009850.2.1	648	0	0	0
Solyc09g009860.1.1	1200	0	0	0
Solyc09g009880.2.1	240	0	0	0
Solyc09g009890.2.1	1458	0	0	0
Solyc09g009900.2.1	474	0	0	0
Solyc09g009910.2.1	1920	0	0	0
Solyc09g009920.1.1	1440	0	0	0
Solyc09g009940.2.1	1704	0	0	0
Solyc09g009950.2.1	1842	0	0	0
Solyc09g009960.2.1	945	0	0	0
Solyc09g009970.2.1	1590	0	0	0
Solyc09g009990.2.1	1419	0	0	0
Solyc09g010030.1.1	585	0	0	0
Solyc09g010050.1.1	2208	0	0	0
Solyc09g010060.2.1	3024	0	0	0
Solyc09g010070.1.1	1869	0	0	0
Solyc09g010100.2.1	453	0	0	0
Solyc09g010110.2.1	939	0	0	0
Solyc09g010120.2.1	573	0	0	0
Solyc09g010130.2.1	888	0	0	0
Solyc09g010140.1.1	723	0	0	0
Solyc09g010150.2.1	1074	0	0	0
Solyc09g010170.2.1	384	0	0	0
Solyc09g010180.2.1	2796	0	0	0
Solyc09g010190.2.1	495	0	0	0
Solyc09g010210.2.1	1470	1	1	0
Solyc09g010220.2.1	1485	0	0	0
Solyc09g010230.1.1	1038	0	0	0
Solyc09g010270.1.1	174	0	0	0
Solyc09g010280.2.1	2646	0	0	0
Solyc09g010300.2.1	1095	0	0	0
Solyc09g010320.2.1	870	0	0	0
Solyc09g010330.2.1	489	0	0	0
Solyc09g010350.2.1	1677	0	0	0
Solyc09g010360.2.1	1128	0	0	0
Solyc09g010370.2.1	651	0	0	0
Solyc09g010380.2.1	651	1	1	0
Solyc09g010390.2.1	657	0	0	0
Solyc09g010400.2.1	438	0	0	0
Solyc09g010410.2.1	864	0	0	0
Solyc09g010420.2.1	1413	0	0	0
Solyc09g010440.2.1	420	0	0	0
Solyc09g010450.1.1	2301	0	0	0
Solyc09g010460.2.1	3051	0	0	0
Solyc09g010470.2.1	1302	0	0	0
Solyc09g010500.2.1	435	0	0	0
Solyc09g010510.2.1	963	0	0	0
Solyc09g010520.2.1	1404	0	0	0
Solyc09g010530.2.1	2397	0	0	0
Solyc09g010540.2.1	438	0	0	0
Solyc09g010550.2.1	549	0	0	0
Solyc09g010560.1.1	3807	0	0	0
Solyc09g010570.1.1	621	0	0	0
Solyc09g010600.1.1	891	0	0	0
Solyc09g010630.2.1	1950	0	0	0
Solyc09g010640.2.1	1404	0	0	0
Solyc09g010660.2.1	1236	1	0	1
Solyc09g010670.2.1	588	0	0	0
Solyc09g010680.2.1	1197	0	0	0
Solyc09g010690.2.1	1356	0	0	0
Solyc09g010710.2.1	915	0	0	0
Solyc09g010740.2.1	222	0	0	0
Solyc09g010770.2.1	1473	0	0	0
Solyc09g010780.2.1	1872	0	0	0
Solyc09g010800.2.1	249	1	0	1
Solyc09g010810.2.1	1953	0	0	0
Solyc09g010820.2.1	1602	0	0	0
Solyc09g010830.2.1	5922	0	0	0
Solyc09g010840.1.1	1083	0	0	0
Solyc09g010850.2.1	1251	0	0	0
Solyc09g010860.2.1	792	0	0	0
Solyc09g010870.2.1	2382	0	0	0
Solyc09g010880.2.1	1152	0	0	0
Solyc09g010910.1.1	579	0	0	0
Solyc09g010920.1.1	2286	1	0	1
Solyc09g010930.2.1	768	0	0	0
Solyc09g010940.2.1	882	0	0	0
Solyc09g010950.2.1	2442	1	0	1
Solyc09g010970.2.1	846	0	0	0
Solyc09g011010.2.1	339	0	0	0
Solyc09g011020.2.1	1257	0	0	0
Solyc09g011030.2.1	1194	0	0	0
Solyc09g011040.1.1	1290	0	0	0
Solyc09g011060.2.1	2499	0	0	0
Solyc09g011070.1.1	2046	0	0	0
Solyc09g011080.2.1	1320	0	0	0
Solyc09g011140.2.1	813	0	0	0
Solyc09g011150.1.1	177	0	0	0
Solyc09g011160.2.1	1404	0	0	0
Solyc09g011170.2.1	2223	0	0	0
Solyc09g011210.2.1	399	0	0	0
Solyc09g011220.2.1	1086	0	0	0
Solyc09g011230.2.1	465	0	0	0
Solyc09g011240.2.1	954	0	0	0
Solyc09g011250.2.1	756	0	0	0
Solyc09g011300.2.1	861	0	0	0
Solyc09g011310.2.1	630	0	0	0
Solyc09g011320.2.1	2136	0	0	0
Solyc09g011330.1.1	2412	0	0	0
Solyc09g011340.2.1	1287	0	0	0
Solyc09g011350.1.1	747	0	0	0
Solyc09g011360.2.1	1068	0	0	0
Solyc09g011370.1.1	1404	0	0	0
Solyc09g011380.2.1	1515	0	0	0
Solyc09g011410.2.1	1197	0	0	0
Solyc09g011420.2.1	387	0	0	0
Solyc09g011450.2.1	915	0	0	0
Solyc09g011470.2.1	456	1	0	1
Solyc09g011480.2.1	1767	0	0	0
Solyc09g011490.2.1	660	0	0	0
Solyc09g011560.2.1	654	0	0	0
Solyc09g011580.2.1	654	0	0	0
Solyc09g011600.2.1	654	0	0	0
Solyc09g011630.2.1	657	0	0	0
Solyc09g011640.2.1	663	0	0	0
Solyc09g011660.2.1	495	0	0	0
Solyc09g011670.2.1	495	0	0	0
Solyc09g011690.2.1	1227	1	1	0
Solyc09g011720.2.1	2511	0	0	0
Solyc09g011730.2.1	831	0	0	0
Solyc09g011740.2.1	951	0	0	0
Solyc09g011750.2.1	1476	1	0	1
Solyc09g011760.2.1	246	0	0	0
Solyc09g011770.2.1	702	0	0	0
Solyc09g011780.2.1	1143	0	0	0
Solyc09g011810.2.1	1212	0	0	0
Solyc09g011820.2.1	1527	1	1	0
Solyc09g011830.2.1	1014	0	0	0
Solyc09g011840.1.1	1080	0	0	0
Solyc09g011850.2.1	1437	0	0	0
Solyc09g011880.2.1	1296	0	0	0
Solyc09g011910.2.1	1386	1	1	0
Solyc09g011920.2.1	921	0	0	0
Solyc09g011930.2.1	2034	0	0	0
Solyc09g012000.1.1	2010	0	0	0
Solyc09g013070.2.1	396	0	0	0
Solyc09g013080.2.1	2286	0	0	0
Solyc09g013090.2.1	696	0	0	0
Solyc09g013100.2.1	1530	0	0	0
Solyc09g013110.2.1	630	0	0	0
Solyc09g013120.2.1	1275	0	0	0
Solyc09g013130.2.1	2655	0	0	0
Solyc09g013140.1.1	324	0	0	0
Solyc09g013150.2.1	1536	0	0	0
Solyc09g013160.2.1	2778	1	1	0
Solyc09g014160.1.1	1980	0	0	0
Solyc09g014170.2.1	1359	0	0	0
Solyc09g014210.1.1	2064	0	0	0
Solyc09g014220.2.1	1701	0	0	0
Solyc09g014230.1.1	1707	0	0	0
Solyc09g014250.2.1	879	0	0	0
Solyc09g014280.1.1	1383	0	0	0
Solyc09g014300.2.1	1521	0	0	0
Solyc09g014320.2.1	951	0	0	0
Solyc09g014350.2.1	1515	0	0	0
Solyc09g014380.2.1	1236	0	0	0
Solyc09g014400.2.1	1272	1	0	1
Solyc09g014430.1.1	207	0	0	0
Solyc09g014440.2.1	2427	0	0	0
Solyc09g014450.2.1	711	0	0	0
Solyc09g014490.2.1	1608	0	0	0
Solyc09g014500.2.1	390	0	0	0
Solyc09g014510.2.1	507	0	0	0
Solyc09g014520.2.1	858	1	0	1
Solyc09g014550.2.1	459	0	0	0
Solyc09g014610.2.1	1785	0	0	0
Solyc09g014620.2.1	180	1	0	1
Solyc09g014760.2.1	1227	0	0	0
Solyc09g014770.2.1	2499	0	0	0
Solyc09g014780.2.1	4062	1	0	1
Solyc09g014790.2.1	2118	0	0	0
Solyc09g014890.2.1	2082	0	0	0
Solyc09g014900.2.1	1488	0	0	0
Solyc09g014930.1.1	1491	0	0	0
Solyc09g014970.2.1	852	0	0	0
Solyc09g014980.2.1	5115	1	1	0
Solyc09g014990.2.1	1590	0	0	0
Solyc09g015000.2.1	405	0	0	0
Solyc09g015020.1.1	465	0	0	0
Solyc09g015030.1.1	219	0	0	0
Solyc09g015040.1.1	1533	0	0	0
Solyc09g015070.2.1	960	0	0	0
Solyc09g015080.2.1	1275	0	0	0
Solyc09g015120.2.1	1932	0	0	0
Solyc09g015140.2.1	687	0	0	0
Solyc09g015160.2.1	135	0	0	0
Solyc09g015170.2.1	2367	0	0	0
Solyc09g015180.2.1	942	0	0	0
Solyc09g015280.1.1	450	0	0	0
Solyc09g015290.1.1	243	0	0	0
Solyc09g015300.1.1	357	0	0	0
Solyc09g015310.1.1	354	0	0	0
Solyc09g015320.1.1	693	0	0	0
Solyc09g015330.1.1	531	0	0	0
Solyc09g015340.1.1	621	0	0	0
Solyc09g015360.2.1	894	0	0	0
Solyc09g015370.1.1	2088	0	0	0
Solyc09g015440.1.1	804	0	0	0
Solyc09g015450.2.1	465	0	0	0
Solyc09g015470.2.1	1398	1	0	1
Solyc09g015520.2.1	2898	0	0	0
Solyc09g015530.2.1	1356	0	0	0
Solyc09g015650.2.1	870	0	0	0
Solyc09g015660.2.1	1086	0	0	0
Solyc09g015670.2.1	1866	1	0	1
Solyc09g015680.1.1	156	0	0	0
Solyc09g015720.1.1	426	0	0	0
Solyc09g015820.2.1	465	0	0	0
Solyc09g015830.1.1	1950	0	0	0
Solyc09g015840.2.1	534	0	0	0
Solyc09g015850.2.1	1158	0	0	0
Solyc09g015860.1.1	516	0	0	0
Solyc09g015870.2.1	396	0	0	0
Solyc09g015880.2.1	375	0	0	0
Solyc09g015890.2.1	318	0	0	0
Solyc09g015930.2.1	1677	0	0	0
Solyc09g016930.1.1	399	0	0	0
Solyc09g016940.2.1	1653	0	0	0
Solyc09g016950.2.1	132	0	0	0
Solyc09g018010.2.1	333	1	0	1
Solyc09g018030.2.1	1737	0	0	0
Solyc09g018060.2.1	933	0	0	0
Solyc09g018160.2.1	2550	0	0	0
Solyc09g018170.2.1	1821	0	0	0
Solyc09g018230.1.1	2067	0	0	0
Solyc09g018250.2.1	321	1	1	0
Solyc09g018280.1.1	1332	0	0	0
Solyc09g018310.2.1	2592	0	0	0
Solyc09g018340.2.1	1014	0	0	0
Solyc09g018370.2.1	3621	0	0	0
Solyc09g018430.2.1	561	0	0	0
Solyc09g018440.1.1	240	0	0	0
Solyc09g018450.2.1	3255	0	0	0
Solyc09g018490.2.1	1407	0	0	0
Solyc09g018510.2.1	882	1	0	1
Solyc09g018540.1.1	168	0	0	0
Solyc09g018630.2.1	312	0	0	0
Solyc09g018670.2.1	483	0	0	0
Solyc09g018690.2.1	1524	0	0	0
Solyc09g018700.1.1	969	0	0	0
Solyc09g018710.2.1	1233	0	0	0
Solyc09g018730.2.1	948	0	0	0
Solyc09g018750.2.1	594	0	0	0
Solyc09g018760.2.1	468	0	0	0
Solyc09g018780.2.1	303	0	0	0
Solyc09g018790.2.1	864	0	0	0
Solyc09g018800.1.1	288	0	0	0
Solyc09g018830.2.1	813	0	0	0
Solyc09g018840.2.1	276	0	0	0
Solyc09g018850.2.1	1431	0	0	0
Solyc09g018890.2.1	558	0	0	0
Solyc09g018940.1.1	795	0	0	0
Solyc09g018950.2.1	759	0	0	0
Solyc09g018960.2.1	2766	0	0	0
Solyc09g019970.2.1	2814	0	0	0
Solyc09g019980.2.1	1089	0	0	0
Solyc09g020000.2.1	891	0	0	0
Solyc09g020010.1.1	588	0	0	0
Solyc09g020100.1.1	369	0	0	0
Solyc09g020110.2.1	783	0	0	0
Solyc09g020130.2.1	906	0	0	0
Solyc09g020140.2.1	804	0	0	0
Solyc09g020150.2.1	1566	1	0	1
Solyc09g020190.2.1	1632	0	0	0
Solyc09g025240.2.1	1146	0	0	0
Solyc09g025250.2.1	618	0	0	0
Solyc09g025260.2.1	1002	0	0	0
Solyc09g025270.2.1	2250	1	0	1
Solyc09g025280.1.1	516	0	0	0
Solyc09g030390.2.1	2766	0	0	0
Solyc09g030450.2.1	1902	1	0	1
Solyc09g031580.2.1	3642	0	0	0
Solyc09g031590.2.1	105	0	0	0
Solyc09g031600.2.1	1422	0	0	0
Solyc09g031610.2.1	1764	0	0	0
Solyc09g031650.2.1	4062	0	0	0
Solyc09g031680.1.1	888	0	0	0
Solyc09g031690.2.1	351	0	0	0
Solyc09g031700.2.1	1500	0	0	0
Solyc09g031720.1.1	1227	0	0	0
Solyc09g031730.1.1	246	0	0	0
Solyc09g031750.2.1	1539	1	0	1
Solyc09g031760.1.1	363	0	0	0
Solyc09g031770.2.1	540	0	0	0
Solyc09g031780.2.1	3018	0	0	0
Solyc09g031790.2.1	1053	1	0	1
Solyc09g031800.1.1	447	0	0	0
Solyc09g031810.1.1	672	0	0	0
Solyc09g031820.1.1	777	0	0	0
Solyc09g031830.1.1	270	0	0	0
Solyc09g031840.1.1	507	0	0	0
Solyc09g031850.1.1	276	0	0	0
Solyc09g031900.2.1	747	1	0	1
Solyc09g031920.1.1	603	0	0	0
Solyc09g031930.2.1	849	0	0	0
Solyc09g031940.1.1	1074	0	0	0
Solyc09g031970.2.1	2514	0	0	0
Solyc09g037030.1.1	462	0	0	0
Solyc09g037040.1.1	153	0	0	0
Solyc09g042250.1.1	1386	0	0	0
Solyc09g042260.2.1	1275	0	0	0
Solyc09g042290.1.1	1227	0	0	0
Solyc09g042380.1.1	255	0	0	0
Solyc09g042480.1.1	876	0	0	0
Solyc09g042660.2.1	1332	0	0	0
Solyc09g042680.1.1	669	0	0	0
Solyc09g042700.2.1	759	0	0	0
Solyc09g042710.2.1	1722	0	0	0
Solyc09g042740.2.1	2730	0	0	0
Solyc09g042750.2.1	1332	0	0	0
Solyc09g042760.1.1	2757	0	0	0
Solyc09g042770.2.1	822	0	0	0
Solyc09g042780.2.1	87	0	0	0
Solyc09g047840.2.1	711	0	0	0
Solyc09g047860.1.1	1059	0	0	0
Solyc09g047870.2.1	864	1	1	0
Solyc09g047880.1.1	2175	0	0	0
Solyc09g047900.1.1	1155	0	0	0
Solyc09g047910.2.1	1125	0	0	0
Solyc09g047930.1.1	522	1	0	1
Solyc09g048970.1.1	768	0	0	0
Solyc09g048980.2.1	1587	0	0	0
Solyc09g050010.1.1	3000	1	0	1
Solyc09g050020.1.1	1095	0	0	0
Solyc09g050030.1.1	189	0	0	0
Solyc09g050040.1.1	339	0	0	0
Solyc09g050050.1.1	657	0	0	0
Solyc09g050070.1.1	651	0	0	0
Solyc09g050080.1.1	468	0	0	0
Solyc09g050090.1.1	156	0	0	0
Solyc09g050100.1.1	396	0	0	0
Solyc09g050110.1.1	300	1	0	1
Solyc09g050120.1.1	216	0	0	0
Solyc09g055170.1.1	153	0	0	0
Solyc09g055180.2.1	2721	0	0	0
Solyc09g055230.2.1	3228	0	0	0
Solyc09g055260.2.1	5625	1	0	1
Solyc09g055310.2.1	2733	0	0	0
Solyc09g055320.1.1	234	0	0	0
Solyc09g055340.2.1	2160	0	0	0
Solyc09g055350.2.1	2178	0	0	0
Solyc09g055420.1.1	354	0	0	0
Solyc09g055470.1.1	420	0	0	0
Solyc09g055550.2.1	78	0	0	0
Solyc09g055570.2.1	2793	0	0	0
Solyc09g055580.1.1	243	0	0	0
Solyc09g055590.2.1	573	0	0	0
Solyc09g055700.2.1	951	0	0	0
Solyc09g055710.2.1	132	0	0	0
Solyc09g055760.2.1	1326	0	0	0
Solyc09g055810.1.1	240	0	0	0
Solyc09g055850.2.1	192	1	0	1
Solyc09g055870.2.1	999	1	0	1
Solyc09g055900.2.1	1389	0	0	0
Solyc09g055910.2.1	1488	1	0	1
Solyc09g055920.2.1	1860	0	0	0
Solyc09g055930.2.1	1755	0	0	0
Solyc09g055940.2.1	1242	0	0	0
Solyc09g055950.1.1	441	0	0	0
Solyc09g055970.1.1	1809	0	0	0
Solyc09g056040.2.1	1092	0	0	0
Solyc09g056070.1.1	1188	0	0	0
Solyc09g056080.1.1	246	0	0	0
Solyc09g056090.1.1	393	0	0	0
Solyc09g056100.1.1	843	1	0	1
Solyc09g056120.1.1	354	0	0	0
Solyc09g056130.2.1	231	0	0	0
Solyc09g056160.2.1	1182	0	0	0
Solyc09g056170.2.1	1995	1	1	0
Solyc09g056220.1.1	195	1	1	0
Solyc09g056260.2.1	1491	0	0	0
Solyc09g056290.1.1	399	0	0	0
Solyc09g056340.2.1	633	0	0	0
Solyc09g056350.2.1	2982	0	0	0
Solyc09g056360.2.1	1146	0	0	0
Solyc09g056370.1.1	273	0	0	0
Solyc09g056380.1.1	513	0	0	0
Solyc09g056390.1.1	228	0	0	0
Solyc09g056450.2.1	1350	0	0	0
Solyc09g057570.2.1	762	0	0	0
Solyc09g057580.2.1	642	0	0	0
Solyc09g057590.2.1	399	0	0	0
Solyc09g057630.2.1	1395	0	0	0
Solyc09g057640.2.1	2061	0	0	0
Solyc09g057650.2.1	669	0	0	0
Solyc09g057660.2.1	1674	0	0	0
Solyc09g057670.2.1	450	0	0	0
Solyc09g057710.2.1	1425	0	0	0
Solyc09g057830.1.1	246	0	0	0
Solyc09g057870.2.1	510	0	0	0
Solyc09g057880.2.1	786	0	0	0
Solyc09g057900.1.1	417	0	0	0
Solyc09g057910.2.1	1635	0	0	0
Solyc09g057920.2.1	1530	0	0	0
Solyc09g058980.2.1	165	0	0	0
Solyc09g058990.2.1	732	0	0	0
Solyc09g059020.2.1	825	0	0	0
Solyc09g059030.2.1	990	0	0	0
Solyc09g059040.2.1	990	0	0	0
Solyc09g059140.1.1	402	0	0	0
Solyc09g059170.1.1	732	1	0	1
Solyc09g059220.1.1	225	0	0	0
Solyc09g059240.2.1	1557	0	0	0
Solyc09g059250.1.1	297	0	0	0
Solyc09g059270.2.1	825	0	0	0
Solyc09g059290.2.1	399	0	0	0
Solyc09g059310.2.1	1425	0	0	0
Solyc09g059350.1.1	2706	0	0	0
Solyc09g059380.1.1	534	0	0	0
Solyc09g059390.2.1	888	0	0	0
Solyc09g059440.1.1	1788	0	0	0
Solyc09g059450.2.1	528	0	0	0
Solyc09g059460.2.1	1512	0	0	0
Solyc09g059470.2.1	1638	0	0	0
Solyc09g059490.1.1	2409	0	0	0
Solyc09g059500.2.1	1023	0	0	0
Solyc09g059510.2.1	576	0	0	0
Solyc09g059520.2.1	1170	0	0	0
Solyc09g059540.1.1	111	0	0	0
Solyc09g059550.1.1	1080	0	0	0
Solyc09g059570.2.1	651	0	0	0
Solyc09g059580.1.1	2061	0	0	0
Solyc09g059600.2.1	1833	0	0	0
Solyc09g059620.2.1	639	0	0	0
Solyc09g059630.1.1	1020	0	0	0
Solyc09g059640.1.1	339	0	0	0
Solyc09g059660.1.1	246	0	0	0
Solyc09g059950.2.1	669	0	0	0
Solyc09g059960.2.1	1986	0	0	0
Solyc09g059970.2.1	318	0	0	0
Solyc09g059990.1.1	744	0	0	0
Solyc09g060040.1.1	243	0	0	0
Solyc09g060080.2.1	5931	0	0	0
Solyc09g060090.2.1	1782	0	0	0
Solyc09g060100.2.1	1101	0	0	0
Solyc09g060110.2.1	2715	0	0	0
Solyc09g061230.2.1	402	0	0	0
Solyc09g061270.2.1	510	0	0	0
Solyc09g061280.2.1	567	0	0	0
Solyc09g061290.2.1	2289	0	0	0
Solyc09g061300.1.1	453	0	0	0
Solyc09g061310.2.1	831	0	0	0
Solyc09g061320.2.1	1311	1	0	1
Solyc09g061340.1.1	2100	0	0	0
Solyc09g061380.2.1	2283	0	0	0
Solyc09g061390.1.1	396	0	0	0
Solyc09g061420.2.1	1542	0	0	0
Solyc09g061430.2.1	1830	0	0	0
Solyc09g061440.2.1	672	0	0	0
Solyc09g061450.1.1	396	0	0	0
Solyc09g061460.1.1	840	0	0	0
Solyc09g061620.2.1	663	0	0	0
Solyc09g061640.1.1	1143	0	0	0
Solyc09g061660.1.1	627	0	0	0
Solyc09g061670.1.1	705	0	0	0
Solyc09g061680.2.1	945	0	0	0
Solyc09g061710.2.1	1188	0	0	0
Solyc09g061720.2.1	255	0	0	0
Solyc09g061750.1.1	1137	0	0	0
Solyc09g061760.1.1	1887	1	0	1
Solyc09g061830.1.1	330	0	0	0
Solyc09g061840.2.1	1371	0	0	0
Solyc09g061860.2.1	1725	0	0	0
Solyc09g061880.1.1	417	0	0	0
Solyc09g061890.2.1	0	1	0	1
Solyc09g061930.2.1	1980	0	0	0
Solyc09g061940.1.1	3387	0	0	0
Solyc09g061960.2.1	471	0	0	0
Solyc09g062960.2.1	147	0	0	0
Solyc09g062970.1.1	273	0	0	0
Solyc09g062980.1.1	330	0	0	0
Solyc09g063010.2.1	1674	0	0	0
Solyc09g063020.2.1	1035	0	0	0
Solyc09g063030.2.1	4281	0	0	0
Solyc09g063070.2.1	780	0	0	0
Solyc09g063080.1.1	2691	0	0	0
Solyc09g063090.2.1	180	0	0	0
Solyc09g063110.1.1	2016	0	0	0
Solyc09g063130.2.1	423	1	0	1
Solyc09g063140.2.1	969	0	0	0
Solyc09g064170.1.1	183	0	0	0
Solyc09g064200.2.1	4545	0	0	0
Solyc09g064230.1.1	3033	0	0	0
Solyc09g064240.2.1	1230	0	0	0
Solyc09g064270.2.1	1716	0	0	0
Solyc09g064280.2.1	450	0	0	0
Solyc09g064310.2.1	774	1	1	0
Solyc09g064320.2.1	726	0	0	0
Solyc09g064370.2.1	1149	0	0	0
Solyc09g064380.2.1	387	1	1	0
Solyc09g064390.2.1	771	1	1	0
Solyc09g064400.1.1	138	0	0	0
Solyc09g064410.1.1	201	0	0	0
Solyc09g064420.2.1	2328	0	0	0
Solyc09g064430.2.1	1407	0	0	0
Solyc09g064440.2.1	4596	0	0	0
Solyc09g064450.2.1	1206	0	0	0
Solyc09g064470.2.1	1038	0	0	0
Solyc09g064480.1.1	516	0	0	0
Solyc09g064500.2.1	543	0	0	0
Solyc09g064510.2.1	1692	0	0	0
Solyc09g064520.2.1	3063	0	0	0
Solyc09g064530.2.1	963	0	0	0
Solyc09g064540.2.1	1713	0	0	0
Solyc09g064580.2.1	189	0	0	0
Solyc09g064590.2.1	2580	1	0	1
Solyc09g064600.2.1	552	0	0	0
Solyc09g064610.2.1	1938	0	0	0
Solyc09g064630.2.1	1074	0	0	0
Solyc09g064660.2.1	345	0	0	0
Solyc09g064720.2.1	720	0	0	0
Solyc09g064740.2.1	1104	0	0	0
Solyc09g064780.2.1	3966	0	0	0
Solyc09g064790.2.1	927	0	0	0
Solyc09g064800.1.1	2601	0	0	0
Solyc09g064840.2.1	4176	1	1	0
Solyc09g064850.2.1	513	0	0	0
Solyc09g064860.2.1	1842	0	0	0
Solyc09g064870.2.1	1470	1	0	1
Solyc09g064900.1.1	468	0	0	0
Solyc09g064920.2.1	849	0	0	0
Solyc09g064930.2.1	747	0	0	0
Solyc09g064940.2.1	879	0	0	0
Solyc09g065000.2.1	1296	0	0	0
Solyc09g065010.2.1	1875	1	0	1
Solyc09g065020.2.1	939	0	0	0
Solyc09g065030.2.1	1395	0	0	0
Solyc09g065040.1.1	417	0	0	0
Solyc09g065100.1.1	2043	0	0	0
Solyc09g065110.2.1	822	0	0	0
Solyc09g065120.2.1	1731	0	0	0
Solyc09g065130.2.1	1932	0	0	0
Solyc09g065150.1.1	150	1	0	1
Solyc09g065160.2.1	2418	0	0	0
Solyc09g065170.1.1	1047	0	0	0
Solyc09g065180.2.1	1224	1	0	1
Solyc09g065190.1.1	1605	0	0	0
Solyc09g065200.2.1	714	0	0	0
Solyc09g065210.2.1	2127	0	0	0
Solyc09g065240.2.1	1152	0	0	0
Solyc09g065250.1.1	579	0	0	0
Solyc09g065270.2.1	804	1	0	1
Solyc09g065280.2.1	1242	0	0	0
Solyc09g065290.2.1	948	0	0	0
Solyc09g065300.2.1	630	0	0	0
Solyc09g065330.2.1	402	0	0	0
Solyc09g065340.2.1	4083	0	0	0
Solyc09g065350.1.1	489	0	0	0
Solyc09g065370.1.1	489	0	0	0
Solyc09g065380.1.1	651	0	0	0
Solyc09g065400.1.1	1038	0	0	0
Solyc09g065480.1.1	1683	0	0	0
Solyc09g065510.2.1	513	0	0	0
Solyc09g065520.2.1	1032	0	0	0
Solyc09g065530.1.1	201	0	0	0
Solyc09g065540.2.1	2205	0	0	0
Solyc09g065550.2.1	5931	0	0	0
