itag	up	down	all	length
14530	Solyc09g090640.2.1	0	0	0	1824
14531	Solyc09g090660.2.1	0	0	0	1566
14532	Solyc09g090670.2.1	0	0	0	1011
14533	Solyc09g090680.2.1	1	0	1	990
14534	Solyc09g090690.2.1	0	0	0	1266
14535	Solyc09g090700.1.1	0	0	0	1569
14536	Solyc09g090710.2.1	0	0	0	423
14537	Solyc09g090720.2.1	0	0	0	1161
14538	Solyc09g090730.1.1	0	0	0	1473
14539	Solyc09g090740.2.1	0	0	0	2400
14540	Solyc09g090750.2.1	0	0	0	753
14541	Solyc09g090760.2.1	0	0	0	2442
14542	Solyc09g090780.1.1	0	0	0	1899
14543	Solyc09g090810.1.1	0	0	0	2091
14544	Solyc09g090820.2.1	0	0	0	432
14545	Solyc09g090830.2.1	0	0	0	957
14546	Solyc09g090840.2.1	0	0	0	1731
14547	Solyc09g090860.2.1	0	0	0	882
14548	Solyc09g090870.2.1	0	0	0	3414
14549	Solyc09g090910.1.1	0	0	0	849
14550	Solyc09g090930.2.1	0	0	0	1197
14551	Solyc09g090940.2.1	0	0	0	1407
14552	Solyc09g090960.2.1	0	0	0	846
14553	Solyc09g090980.2.1	0	0	0	483
14554	Solyc09g090990.2.1	0	0	0	483
14555	Solyc09g091010.2.1	0	0	0	888
14556	Solyc09g091020.2.1	0	0	0	2331
14557	Solyc09g091030.2.1	0	0	0	1743
14558	Solyc09g091050.2.1	0	0	0	2592
14559	Solyc09g091060.2.1	0	0	0	675
14560	Solyc09g091070.1.1	0	0	0	897
14561	Solyc09g091090.1.1	0	0	0	1296
14562	Solyc09g091100.2.1	0	0	0	1380
14563	Solyc09g091110.2.1	0	0	0	546
14564	Solyc09g091120.2.1	0	0	0	2370
14565	Solyc09g091150.2.1	0	0	0	297
14566	Solyc09g091160.1.1	0	0	0	309
14567	Solyc09g091170.2.1	0	0	0	432
14568	Solyc09g091180.2.1	0	0	0	1740
14569	Solyc09g091190.2.1	0	0	0	711
14570	Solyc09g091200.2.1	0	0	0	1170
14571	Solyc09g091230.2.1	0	0	0	1284
14572	Solyc09g091240.2.1	0	0	0	1098
14573	Solyc09g091250.2.1	0	0	0	915
14574	Solyc09g091260.2.1	0	0	0	3327
14575	Solyc09g091270.1.1	0	0	0	495
14576	Solyc09g091280.2.1	0	0	0	3057
14577	Solyc09g091370.2.1	0	0	0	2700
14578	Solyc09g091390.2.1	0	0	0	399
14579	Solyc09g091400.2.1	0	0	0	3384
14580	Solyc09g091410.1.1	0	0	0	498
14581	Solyc09g091420.2.1	0	0	0	627
14582	Solyc09g091430.2.1	0	0	0	1356
14583	Solyc09g091440.2.1	0	0	0	1497
14584	Solyc09g091450.2.1	0	0	0	363
14585	Solyc09g091460.2.1	0	0	0	3708
14586	Solyc09g091470.2.1	0	0	0	1398
14587	Solyc09g091480.2.1	0	0	0	2145
14588	Solyc09g091500.2.1	0	0	0	267
14589	Solyc09g091510.2.1	0	1	1	1170
14590	Solyc09g091560.2.1	0	0	0	1959
14591	Solyc09g091570.2.1	0	0	0	1518
14592	Solyc09g091580.2.1	0	0	0	2358
14593	Solyc09g091590.2.1	0	0	0	897
14594	Solyc09g091630.1.1	0	0	0	159
14595	Solyc09g091650.2.1	0	0	0	3000
14596	Solyc09g091660.2.1	0	1	1	4323
14597	Solyc09g091690.1.1	0	0	0	1167
14598	Solyc09g091700.2.1	0	0	0	939
14599	Solyc09g091710.1.1	0	0	0	1209
14600	Solyc09g091740.2.1	0	0	0	651
14601	Solyc09g091750.2.1	0	0	0	3015
14602	Solyc09g091780.2.1	0	0	0	633
14603	Solyc09g091790.2.1	0	0	0	1329
14604	Solyc09g091800.2.1	0	0	0	447
14605	Solyc09g091810.1.1	0	0	0	264
14606	Solyc09g091820.2.1	0	0	0	1077
14607	Solyc09g091830.2.1	0	0	0	1206
14608	Solyc09g091840.2.1	0	0	0	1365
14609	Solyc09g091850.2.1	0	0	0	2811
14610	Solyc09g091860.2.1	0	0	0	2013
14611	Solyc09g091880.2.1	0	0	0	870
14612	Solyc09g091900.2.1	0	0	0	648
14613	Solyc09g091920.2.1	0	0	0	594
14614	Solyc09g091930.2.1	0	0	0	3093
14615	Solyc09g091940.2.1	0	0	0	321
14616	Solyc09g091960.2.1	0	0	0	1389
14617	Solyc09g091970.2.1	0	0	0	942
14618	Solyc09g091980.2.1	0	0	0	618
14619	Solyc09g092030.2.1	0	0	0	1065
14620	Solyc09g092040.2.1	0	0	0	747
14621	Solyc09g092050.2.1	0	0	0	2076
14622	Solyc09g092070.2.1	0	0	0	1257
14623	Solyc09g092080.2.1	0	0	0	387
14624	Solyc09g092090.2.1	0	0	0	615
14625	Solyc09g092100.2.1	0	0	0	8145
14626	Solyc09g092110.2.1	0	0	0	390
14627	Solyc09g092120.2.1	0	0	0	573
14628	Solyc09g092130.2.1	0	0	0	3195
14629	Solyc09g092140.2.1	0	0	0	2343
14630	Solyc09g092150.1.1	0	0	0	1611
14631	Solyc09g092160.2.1	0	0	0	2679
14632	Solyc09g092180.2.1	0	0	0	1248
14633	Solyc09g092210.2.1	0	0	0	2163
14634	Solyc09g092220.2.1	0	0	0	993
14635	Solyc09g092230.2.1	0	0	0	633
14636	Solyc09g092240.2.1	0	0	0	8043
14637	Solyc09g092250.2.1	0	0	0	2694
14638	Solyc09g092270.2.1	0	0	0	1284
14639	Solyc09g092320.2.1	0	0	0	351
14640	Solyc09g092330.1.1	0	0	0	1359
14641	Solyc09g092340.2.1	0	0	0	903
14642	Solyc09g092360.2.1	0	0	0	771
14643	Solyc09g092380.2.1	0	0	0	1458
14644	Solyc09g092390.2.1	0	0	0	1458
14645	Solyc09g092420.1.1	0	0	0	858
14646	Solyc09g092430.2.1	0	0	0	1470
14647	Solyc09g092440.1.1	0	0	0	1833
14648	Solyc09g092450.2.1	0	0	0	2172
14649	Solyc09g092460.2.1	0	0	0	1245
14650	Solyc09g092510.2.1	0	0	0	2712
14651	Solyc09g092520.2.1	0	0	0	831
14652	Solyc09g092530.2.1	0	0	0	792
14653	Solyc09g092550.2.1	0	0	0	2913
14654	Solyc09g092680.2.1	0	0	0	2301
14655	Solyc09g092690.2.1	0	0	0	1746
14656	Solyc09g092710.2.1	0	0	0	375
14657	Solyc09g092720.2.1	0	0	0	432
14658	Solyc09g092760.2.1	0	0	0	390
14659	Solyc09g097770.2.1	0	0	0	267
14660	Solyc09g097780.2.1	0	0	0	519
14661	Solyc09g097800.2.1	0	0	0	123
14662	Solyc09g097820.2.1	0	0	0	2082
14663	Solyc09g097830.2.1	0	0	0	2958
14664	Solyc09g097840.1.1	0	0	0	1413
14665	Solyc09g097850.1.1	0	0	0	405
14666	Solyc09g097860.2.1	0	1	1	4104
14667	Solyc09g097870.2.1	0	0	0	1296
14668	Solyc09g097880.2.1	0	0	0	2595
14669	Solyc09g097900.2.1	0	0	0	651
14670	Solyc09g097910.2.1	0	0	0	1173
14671	Solyc09g097920.1.1	0	0	0	1386
14672	Solyc09g097930.2.1	0	0	0	462
14673	Solyc09g097960.2.1	0	0	0	1041
14674	Solyc09g097970.2.1	0	0	0	1041
14675	Solyc09g097980.2.1	0	0	0	1056
14676	Solyc09g098040.2.1	0	1	1	3597
14677	Solyc09g098050.2.1	0	0	0	1830
14678	Solyc09g098070.2.1	0	0	0	1851
14679	Solyc09g098090.2.1	0	0	0	1038
14680	Solyc09g098100.2.1	0	0	0	3840
14681	Solyc09g098110.2.1	0	0	0	1074
14682	Solyc09g098130.1.1	0	0	0	3738
14683	Solyc09g098140.2.1	0	0	0	384
14684	Solyc09g098150.2.1	0	0	0	1251
14685	Solyc09g098170.2.1	0	0	0	654
14686	Solyc09g098180.2.1	0	0	0	993
14687	Solyc09g098190.2.1	0	0	0	642
14688	Solyc09g098200.2.1	0	0	0	798
14689	Solyc09g098220.2.1	0	0	0	609
14690	Solyc09g098230.2.1	0	0	0	1875
14691	Solyc09g098240.2.1	0	0	0	3111
14692	Solyc09g098250.2.1	0	0	0	2214
14693	Solyc09g098260.1.1	0	0	0	1767
14694	Solyc09g098280.2.1	0	0	0	1017
14695	Solyc09g098290.2.1	0	0	0	3039
14696	Solyc09g098300.2.1	0	0	0	276
14697	Solyc09g098310.2.1	0	0	0	282
14698	Solyc09g098330.2.1	0	0	0	1323
14699	Solyc09g098340.2.1	0	0	0	1452
14700	Solyc09g098350.2.1	0	0	0	1221
14701	Solyc09g098360.2.1	0	0	0	783
14702	Solyc09g098370.2.1	0	0	0	2976
14703	Solyc09g098390.2.1	0	0	0	1068
14704	Solyc09g098420.1.1	0	0	0	3813
14705	Solyc09g098440.2.1	0	0	0	213
14706	Solyc09g098450.2.1	0	0	0	2370
14707	Solyc09g098490.2.1	0	0	0	3024
14708	Solyc09g098500.2.1	1	0	1	393
14709	Solyc09g098520.2.1	0	0	0	1218
14710	Solyc09g098530.2.1	0	0	0	1377
14711	Solyc09g098540.2.1	0	0	0	960
14712	Solyc09g098550.2.1	0	0	0	1299
14713	Solyc09g098560.2.1	0	0	0	1509
14714	Solyc09g098580.2.1	0	0	0	2634
14715	Solyc09g098590.2.1	0	0	0	2439
14716	Solyc10g005000.2.1	0	0	0	1185
14717	Solyc10g005030.2.1	0	0	0	1938
14718	Solyc10g005050.2.1	0	0	0	543
14719	Solyc10g005060.2.1	0	0	0	1095
14720	Solyc10g005080.2.1	0	0	0	2289
14721	Solyc10g005090.2.1	0	0	0	2550
14722	Solyc10g005100.2.1	0	0	0	606
14723	Solyc10g005110.2.1	0	0	0	1200
14724	Solyc10g005120.1.1	0	0	0	1005
14725	Solyc10g005130.2.1	0	0	0	5667
14726	Solyc10g005180.2.1	0	0	0	801
14727	Solyc10g005200.2.1	0	0	0	1443
14728	Solyc10g005210.2.1	0	0	0	1047
14729	Solyc10g005230.2.1	0	0	0	246
14730	Solyc10g005250.2.1	0	0	0	1248
14731	Solyc10g005260.2.1	0	0	0	1236
14732	Solyc10g005280.1.1	0	0	0	1209
14733	Solyc10g005290.2.1	0	0	0	1074
14734	Solyc10g005310.2.1	0	0	0	1101
14735	Solyc10g005330.2.1	0	1	1	2139
14736	Solyc10g005400.2.1	0	0	0	1053
14737	Solyc10g005450.1.1	0	0	0	1245
14738	Solyc10g005470.2.1	0	0	0	420
14739	Solyc10g005480.2.1	0	0	0	534
14740	Solyc10g005490.2.1	0	0	0	3777
14741	Solyc10g005500.2.1	0	0	0	1239
14742	Solyc10g005510.2.1	0	0	0	1260
14743	Solyc10g005520.2.1	0	0	0	1467
14744	Solyc10g005530.2.1	0	0	0	2586
14745	Solyc10g005540.2.1	0	0	0	795
14746	Solyc10g005550.1.1	0	0	0	732
14747	Solyc10g005560.2.1	0	0	0	465
14748	Solyc10g005570.1.1	0	0	0	270
14749	Solyc10g005580.2.1	0	0	0	1032
14750	Solyc10g005590.2.1	0	0	0	1251
14751	Solyc10g005600.2.1	0	0	0	2850
14752	Solyc10g005610.1.1	0	0	0	1116
14753	Solyc10g005620.2.1	0	0	0	1110
14754	Solyc10g005630.2.1	0	0	0	1158
14755	Solyc10g005640.2.1	0	0	0	1671
14756	Solyc10g005650.2.1	0	0	0	2235
14757	Solyc10g005660.2.1	0	0	0	942
14758	Solyc10g005670.1.1	0	0	0	279
14759	Solyc10g005690.2.1	1	0	1	2271
14760	Solyc10g005700.2.1	0	0	0	2184
14761	Solyc10g005720.1.1	0	0	0	312
14762	Solyc10g005730.2.1	0	1	1	1341
14763	Solyc10g005750.2.1	0	0	0	693
14764	Solyc10g005770.2.1	0	1	1	1842
14765	Solyc10g005780.2.1	0	0	0	615
14766	Solyc10g005790.2.1	0	0	0	1941
14767	Solyc10g005800.2.1	0	0	0	699
14768	Solyc10g005810.2.1	0	0	0	810
14769	Solyc10g005820.1.1	0	0	0	360
14770	Solyc10g005830.2.1	0	0	0	765
14771	Solyc10g005840.2.1	0	0	0	747
14772	Solyc10g005850.2.1	0	0	0	2466
14773	Solyc10g005870.2.1	0	0	0	642
14774	Solyc10g005880.2.1	0	0	0	1269
14775	Solyc10g005890.2.1	0	0	0	1224
14776	Solyc10g005900.2.1	0	0	0	1827
14777	Solyc10g005910.2.1	0	0	0	2133
14778	Solyc10g005920.2.1	0	0	0	4257
14779	Solyc10g005930.1.1	0	0	0	654
14780	Solyc10g005950.2.1	0	0	0	846
14781	Solyc10g005960.1.1	0	0	0	1248
14782	Solyc10g005980.1.1	0	0	0	1719
14783	Solyc10g005990.2.1	0	0	0	2532
14784	Solyc10g006000.2.1	0	0	0	1665
14785	Solyc10g006010.2.1	0	0	0	1050
14786	Solyc10g006020.2.1	0	0	0	1080
14787	Solyc10g006030.2.1	0	0	0	567
14788	Solyc10g006040.1.1	0	0	0	1098
14789	Solyc10g006050.2.1	0	1	1	1302
14790	Solyc10g006070.2.1	0	0	0	666
14791	Solyc10g006090.2.1	0	0	0	3840
14792	Solyc10g006100.2.1	0	0	0	1644
14793	Solyc10g006130.1.1	0	0	0	666
14794	Solyc10g006140.2.1	0	0	0	501
14795	Solyc10g006150.2.1	0	0	0	696
14796	Solyc10g006170.2.1	0	0	0	858
14797	Solyc10g006180.2.1	0	0	0	150
14798	Solyc10g006190.2.1	0	0	0	954
14799	Solyc10g006200.2.1	0	0	0	501
14800	Solyc10g006220.2.1	0	0	0	984
14801	Solyc10g006230.2.1	0	1	1	813
14802	Solyc10g006240.2.1	0	0	0	732
14803	Solyc10g006260.2.1	0	0	0	2370
14804	Solyc10g006270.2.1	0	0	0	444
14805	Solyc10g006290.2.1	0	0	0	564
14806	Solyc10g006300.2.1	0	0	0	1317
14807	Solyc10g006310.2.1	0	0	0	360
14808	Solyc10g006320.2.1	0	0	0	756
14809	Solyc10g006330.2.1	0	0	0	2652
14810	Solyc10g006350.2.1	0	0	0	2595
14811	Solyc10g006360.1.1	0	0	0	501
14812	Solyc10g006370.2.1	0	0	0	519
14813	Solyc10g006390.2.1	0	0	0	1560
14814	Solyc10g006400.2.1	0	0	0	1407
14815	Solyc10g006410.2.1	0	0	0	1707
14816	Solyc10g006440.2.1	0	0	0	1353
14817	Solyc10g006460.2.1	0	0	0	903
14818	Solyc10g006470.2.1	0	0	0	342
14819	Solyc10g006480.1.1	0	0	0	1374
14820	Solyc10g006490.2.1	0	0	0	561
14821	Solyc10g006510.2.1	0	1	1	696
14822	Solyc10g006520.2.1	0	0	0	615
14823	Solyc10g006530.2.1	0	0	0	441
14824	Solyc10g006540.2.1	0	0	0	2802
14825	Solyc10g006550.1.1	0	0	0	279
14826	Solyc10g006560.2.1	0	0	0	399
14827	Solyc10g006570.2.1	0	0	0	411
14828	Solyc10g006580.2.1	0	0	0	783
14829	Solyc10g006600.2.1	0	0	0	450
14830	Solyc10g006610.2.1	0	0	0	1716
14831	Solyc10g006650.2.1	0	0	0	612
14832	Solyc10g006660.2.1	0	0	0	390
14833	Solyc10g006700.1.1	0	1	1	369
14834	Solyc10g006730.1.1	0	0	0	1734
14835	Solyc10g006760.2.1	0	0	0	762
14836	Solyc10g006770.2.1	0	0	0	2517
14837	Solyc10g006780.2.1	0	0	0	3072
14838	Solyc10g006790.2.1	0	0	0	1917
14839	Solyc10g006800.2.1	0	0	0	1887
14840	Solyc10g006810.2.1	0	0	0	1410
14841	Solyc10g006820.2.1	0	0	0	3612
14842	Solyc10g006830.2.1	0	0	0	348
14843	Solyc10g006860.2.1	0	0	0	831
14844	Solyc10g006870.1.1	0	0	0	2523
14845	Solyc10g006890.2.1	0	0	0	2655
14846	Solyc10g006900.2.1	0	0	0	1188
14847	Solyc10g006910.1.1	0	0	0	228
14848	Solyc10g006920.2.1	0	0	0	1191
14849	Solyc10g006930.2.1	0	0	0	1755
14850	Solyc10g006950.1.1	0	0	0	159
14851	Solyc10g006960.1.1	0	0	0	702
14852	Solyc10g006970.2.1	0	0	0	564
14853	Solyc10g006980.2.1	0	0	0	891
14854	Solyc10g006990.2.1	0	0	0	1566
14855	Solyc10g007000.2.1	0	0	0	2004
14856	Solyc10g007010.1.1	0	0	0	240
14857	Solyc10g007030.1.1	0	0	0	438
14858	Solyc10g007050.2.1	0	0	0	1095
14859	Solyc10g007060.2.1	0	0	0	1485
14860	Solyc10g007100.2.1	0	0	0	1467
14861	Solyc10g007110.2.1	0	0	0	1224
14862	Solyc10g007120.2.1	0	0	0	855
14863	Solyc10g007130.2.1	0	0	0	1785
14864	Solyc10g007140.2.1	0	0	0	1560
14865	Solyc10g007150.2.1	0	0	0	1653
14866	Solyc10g007180.2.1	0	0	0	1176
14867	Solyc10g007190.2.1	0	0	0	945
14868	Solyc10g007200.2.1	0	0	0	1047
14869	Solyc10g007220.1.1	0	0	0	1518
14870	Solyc10g007260.2.1	0	0	0	462
14871	Solyc10g007290.2.1	0	0	0	2895
14872	Solyc10g007320.2.1	0	0	0	1263
14873	Solyc10g007330.1.1	0	0	0	1767
14874	Solyc10g007340.2.1	0	0	0	1365
14875	Solyc10g007350.2.1	0	0	0	420
14876	Solyc10g007360.2.1	0	0	0	1449
14877	Solyc10g007390.2.1	0	0	0	1428
14878	Solyc10g007400.2.1	0	0	0	1629
14879	Solyc10g007410.2.1	0	0	0	1035
14880	Solyc10g007440.2.1	0	0	0	1062
14881	Solyc10g007450.1.1	0	0	0	1059
14882	Solyc10g007460.2.1	0	0	0	951
14883	Solyc10g007470.2.1	0	0	0	2058
14884	Solyc10g007480.2.1	0	0	0	1773
14885	Solyc10g007500.2.1	0	0	0	1782
14886	Solyc10g007520.1.1	0	0	0	1164
14887	Solyc10g007550.2.1	0	0	0	1320
14888	Solyc10g007590.2.1	0	0	0	936
14889	Solyc10g007600.2.1	0	0	0	1116
14890	Solyc10g007610.2.1	0	0	0	1014
14891	Solyc10g007650.2.1	0	0	0	159
14892	Solyc10g007660.2.1	0	0	0	570
14893	Solyc10g007670.2.1	0	0	0	486
14894	Solyc10g007680.2.1	0	0	0	1332
14895	Solyc10g007690.2.1	0	1	1	822
14896	Solyc10g007700.2.1	0	0	0	636
14897	Solyc10g007710.2.1	0	1	1	1155
14898	Solyc10g007720.2.1	0	0	0	2538
14899	Solyc10g007730.2.1	0	0	0	873
14900	Solyc10g007740.2.1	0	0	0	1686
14901	Solyc10g007760.2.1	0	0	0	969
14902	Solyc10g007770.2.1	0	0	0	2550
14903	Solyc10g007780.1.1	0	0	0	708
14904	Solyc10g007790.2.1	0	0	0	123
14905	Solyc10g007800.2.1	0	0	0	1248
14906	Solyc10g007810.2.1	0	0	0	2010
14907	Solyc10g007830.1.1	1	0	1	1329
14908	Solyc10g007840.2.1	0	0	0	1590
14909	Solyc10g007850.2.1	0	0	0	1116
14910	Solyc10g007880.2.1	0	0	0	1533
14911	Solyc10g007940.1.1	0	0	0	2415
14912	Solyc10g007950.2.1	0	0	0	2574
14913	Solyc10g007980.2.1	0	0	0	546
14914	Solyc10g007990.2.1	0	0	0	720
14915	Solyc10g008000.1.1	0	0	0	537
14916	Solyc10g008010.2.1	0	0	0	708
14917	Solyc10g008020.2.1	0	0	0	1146
14918	Solyc10g008040.2.1	0	0	0	1917
14919	Solyc10g008060.2.1	0	0	0	1170
14920	Solyc10g008070.2.1	0	0	0	1089
14921	Solyc10g008100.2.1	0	0	0	609
14922	Solyc10g008110.2.1	0	0	0	2052
14923	Solyc10g008120.2.1	0	0	0	1089
14924	Solyc10g008130.2.1	0	0	0	744
14925	Solyc10g008140.2.1	0	0	0	870
14926	Solyc10g008190.2.1	0	0	0	465
14927	Solyc10g008200.2.1	0	1	1	1260
14928	Solyc10g008210.2.1	0	0	0	2547
14929	Solyc10g008220.2.1	0	0	0	2445
14930	Solyc10g008230.1.1	0	0	0	2355
14931	Solyc10g008240.2.1	0	0	0	2670
14932	Solyc10g008250.1.1	0	0	0	702
14933	Solyc10g008280.2.1	0	0	0	2043
14934	Solyc10g008300.2.1	0	0	0	1335
14935	Solyc10g008320.1.1	0	0	0	627
14936	Solyc10g008340.2.1	0	0	0	1638
14937	Solyc10g008350.2.1	0	0	0	246
14938	Solyc10g008390.2.1	0	0	0	552
14939	Solyc10g008400.1.1	0	0	0	666
14940	Solyc10g008410.1.1	0	0	0	516
14941	Solyc10g008420.2.1	0	0	0	1581
14942	Solyc10g008430.1.1	0	0	0	153
14943	Solyc10g008440.2.1	0	0	0	789
14944	Solyc10g008450.1.1	0	0	0	1050
14945	Solyc10g008460.2.1	0	0	0	1242
14946	Solyc10g008470.2.1	0	0	0	807
14947	Solyc10g008480.2.1	0	1	1	948
14948	Solyc10g008490.2.1	0	0	0	1410
14949	Solyc10g008500.2.1	0	0	0	1008
14950	Solyc10g008510.1.1	0	1	1	2136
14951	Solyc10g008520.2.1	0	1	1	1809
14952	Solyc10g008540.2.1	0	0	0	480
14953	Solyc10g008560.2.1	0	0	0	1545
14954	Solyc10g008570.2.1	0	0	0	2619
14955	Solyc10g008580.1.1	0	0	0	1158
14956	Solyc10g008590.1.1	0	0	0	1287
14957	Solyc10g008600.2.1	0	0	0	1068
14958	Solyc10g008620.2.1	0	0	0	114
14959	Solyc10g008630.2.1	0	0	0	1734
14960	Solyc10g008640.2.1	0	0	0	1482
14961	Solyc10g008730.2.1	0	0	0	240
14962	Solyc10g008740.2.1	0	0	0	1284
14963	Solyc10g008750.2.1	0	0	0	690
14964	Solyc10g008760.2.1	0	0	0	705
14965	Solyc10g008770.2.1	0	0	0	828
14966	Solyc10g008780.1.1	0	0	0	1749
14967	Solyc10g008790.2.1	0	0	0	915
14968	Solyc10g008800.2.1	0	0	0	1671
14969	Solyc10g008830.2.1	0	0	0	1134
14970	Solyc10g008840.2.1	0	0	0	648
14971	Solyc10g008850.1.1	0	0	0	381
14972	Solyc10g008870.2.1	0	0	0	234
14973	Solyc10g008880.2.1	0	0	0	1434
14974	Solyc10g008890.2.1	0	0	0	510
14975	Solyc10g008910.1.1	0	0	0	411
14976	Solyc10g008930.1.1	0	0	0	384
14977	Solyc10g008950.2.1	0	0	0	3216
14978	Solyc10g008980.2.1	0	0	0	1248
14979	Solyc10g008990.2.1	0	0	0	1341
14980	Solyc10g009000.2.1	0	0	0	1239
14981	Solyc10g009010.2.1	0	0	0	1182
14982	Solyc10g009020.2.1	0	0	0	759
14983	Solyc10g009030.2.1	0	0	0	999
14984	Solyc10g009040.2.1	0	0	0	426
14985	Solyc10g009050.2.1	0	0	0	1581
14986	Solyc10g009060.1.1	0	0	0	969
14987	Solyc10g009070.2.1	0	0	0	2358
14988	Solyc10g009080.2.1	0	0	0	408
14989	Solyc10g009090.2.1	0	0	0	918
14990	Solyc10g009110.1.1	0	0	0	669
14991	Solyc10g009130.2.1	0	0	0	297
14992	Solyc10g009160.2.1	0	0	0	1242
14993	Solyc10g009180.2.1	0	0	0	921
14994	Solyc10g009190.1.1	0	0	0	378
14995	Solyc10g009200.2.1	0	0	0	627
14996	Solyc10g009210.2.1	0	0	0	1878
14997	Solyc10g009220.2.1	0	0	0	1455
14998	Solyc10g009230.1.1	0	0	0	549
14999	Solyc10g009280.2.1	0	0	0	603
15000	Solyc10g009290.1.1	0	0	0	1356
15001	Solyc10g009330.2.1	0	0	0	624
15002	Solyc10g009340.1.1	0	0	0	372
15003	Solyc10g009360.2.1	0	0	0	786
15004	Solyc10g009380.2.1	0	0	0	279
15005	Solyc10g009390.2.1	0	0	0	1671
15006	Solyc10g009400.2.1	0	0	0	1182
15007	Solyc10g009410.1.1	0	0	0	1377
15008	Solyc10g009420.2.1	0	0	0	951
15009	Solyc10g009490.1.1	0	0	0	4047
15010	Solyc10g009520.2.1	0	0	0	675
15011	Solyc10g009550.2.1	0	0	0	873
15012	Solyc10g009570.2.1	0	0	0	1584
15013	Solyc10g009580.2.1	0	1	1	1431
15014	Solyc10g009610.1.1	0	0	0	1731
15015	Solyc10g009620.1.1	0	0	0	1734
15016	Solyc10g009640.1.1	0	0	0	1794
15017	Solyc10g011650.2.1	0	0	0	1563
15018	Solyc10g011660.2.1	0	0	0	1743
15019	Solyc10g011670.2.1	0	0	0	1068
15020	Solyc10g011690.2.1	0	0	0	3060
15021	Solyc10g011720.1.1	0	0	0	393
15022	Solyc10g011740.2.1	1	0	1	447
15023	Solyc10g011750.2.1	0	0	0	714
15024	Solyc10g011760.2.1	0	0	0	939
15025	Solyc10g011770.2.1	0	1	1	510
15026	Solyc10g011790.2.1	0	0	0	1656
15027	Solyc10g011810.2.1	0	0	0	1062
15028	Solyc10g011820.2.1	0	0	0	1092
15029	Solyc10g011850.1.1	0	0	0	552
15030	Solyc10g011870.2.1	0	0	0	792
15031	Solyc10g011880.1.1	0	0	0	618
15032	Solyc10g011940.1.1	0	0	0	3519
15033	Solyc10g011950.1.1	0	0	0	519
15034	Solyc10g011960.1.1	0	0	0	564
15035	Solyc10g011980.2.1	0	0	0	906
15036	Solyc10g012010.1.1	0	0	0	270
15037	Solyc10g012030.2.1	0	0	0	2907
15038	Solyc10g012050.2.1	0	0	0	1497
15039	Solyc10g012060.2.1	0	0	0	1563
15040	Solyc10g012070.2.1	0	0	0	783
15041	Solyc10g012080.2.1	0	0	0	765
15042	Solyc10g012160.2.1	0	0	0	996
15043	Solyc10g012190.1.1	0	0	0	2064
15044	Solyc10g012210.1.1	0	0	0	1548
15045	Solyc10g012220.1.1	0	0	0	792
15046	Solyc10g012230.1.1	0	0	0	513
15047	Solyc10g012240.2.1	0	0	0	552
15048	Solyc10g012370.2.1	0	0	0	1056
15049	Solyc10g012400.2.1	0	0	0	630
15050	Solyc10g012410.2.1	0	0	0	807
15051	Solyc10g012420.2.1	0	0	0	600
15052	Solyc10g012430.2.1	0	0	0	1629
15053	Solyc10g012470.1.1	0	0	0	870
15054	Solyc10g012480.1.1	0	0	0	753
15055	Solyc10g017490.1.1	0	0	0	1320
15056	Solyc10g017530.2.1	0	0	0	1476
15057	Solyc10g017570.2.1	0	0	0	933
15058	Solyc10g017580.2.1	0	0	0	1386
15059	Solyc10g017600.2.1	0	0	0	1371
15060	Solyc10g017630.1.1	0	0	0	525
15061	Solyc10g017780.1.1	0	0	0	513
15062	Solyc10g017810.1.1	0	0	0	1089
15063	Solyc10g017850.2.1	0	0	0	708
15064	Solyc10g017880.1.1	0	0	0	1137
15065	Solyc10g017890.1.1	0	0	0	945
15066	Solyc10g017900.1.1	0	0	0	426
15067	Solyc10g017910.1.1	0	1	1	276
15068	Solyc10g017920.1.1	0	0	0	648
15069	Solyc10g017930.1.1	0	0	0	192
15070	Solyc10g017940.1.1	0	1	1	603
15071	Solyc10g017950.1.1	0	1	1	189
15072	Solyc10g018160.1.1	0	0	0	927
15073	Solyc10g018250.1.1	0	0	0	456
15074	Solyc10g018260.1.1	0	0	0	1308
15075	Solyc10g018300.1.1	0	0	0	2226
15076	Solyc10g018350.1.1	0	0	0	717
15077	Solyc10g018370.1.1	0	0	0	1260
15078	Solyc10g018410.1.1	0	0	0	1218
15079	Solyc10g018520.1.1	0	0	0	2586
15080	Solyc10g018530.1.1	0	0	0	1536
15081	Solyc10g018540.1.1	0	0	0	1032
15082	Solyc10g018580.1.1	0	0	0	243
15083	Solyc10g018590.1.1	0	0	0	621
15084	Solyc10g018600.1.1	0	0	0	1710
15085	Solyc10g018610.1.1	0	0	0	501
15086	Solyc10g018780.1.1	0	0	0	882
15087	Solyc10g018810.1.1	0	0	0	234
15088	Solyc10g018840.1.1	0	0	0	261
15089	Solyc10g018850.1.1	0	0	0	765
15090	Solyc10g018870.1.1	0	0	0	528
15091	Solyc10g018880.1.1	0	0	0	573
15092	Solyc10g018990.1.1	0	0	0	846
15093	Solyc10g019000.1.1	0	0	0	1332
15094	Solyc10g019040.1.1	0	0	0	1362
15095	Solyc10g024290.1.1	0	0	0	372
15096	Solyc10g024300.1.1	0	0	0	699
15097	Solyc10g024310.1.1	0	0	0	354
15098	Solyc10g024320.1.1	0	0	0	1776
